185 450
0?1???1010?11??100?1?1?00??01??011?1?011?1001111???10101011?0?????10?000??000?0??1??010?0??1?01?1?1???01??0??1?????00???1???0?1111??10?1110???0??1?0??111??101??1?1?1?10??101110??0??1??11??1?011101??1???01?????001?0?01?0000???00?0111?01110?01?0?10????1?1??????1????0?001?0?101?1?0??0101??01?1?110??01?1????100101??001???1?00?0??1?00?1?00???01111???10?0001??00?100??00100?0??0???01?0?110??0?00110???1000?????11??0???11???01?010?10100?00??000???0??0??1?
x62 x157
x178 x30
x54 x86
x81 x35
x34 c4
x29 x60
x184 x146
x82 x144
x155 x43
x6 x60
x110 x138
x59 x179
x182 x92
x116 x85
x97 x32
x137 x148
c8 x50
x122 x176
x93 x118
x137 x77
x111 x22
x15 x74
x179 x60
x94 x160
x110 x166
c23 x29
c14 x66
x63 x178
c14 x10
x44 x109
x63 x159
x49 x181
x76 x180
x58 x144
x2 c33
x84 x36
x179 x29
x72 x56
x15 x61
x184 x17
x83 x58
x158 x175
x64 c17
x37 x144
c7 x70
x81 x48
c8 x61
x81 x171
c9 x101
x123 x98
x137 x125
x143 c21
x55 x112
c49 x57
x177 x126
x9 x77
x116 x88
x133 x13
x73 x107
x59 x139
x126 x60
x166 x155
c24 x42
x65 x19
x44 c17
x87 x178
x60 x13
x108 x159
x24 c22
x113 x114
x49 x74
x70 x98
x1 x129
x150 c37
x87 x140
x34 x17
x153 x179
x10 x96
x51 x109
x94 c77
x75 x123
c62 c49
x141 x140
c43 c71
x142 x183
x77 x20
x168 c61
c28 x81
c81 x134
x64 x80
x140 x59
x11 x3
x131 c83
x89 c84
x61 x15
x21 c5
x15 c16
x41 x123
x11 x161
c72 x103
c88 x75
x134 x2
x96 x172
x153 x148
c67 x178
c59 x153
x123 c25
x121 x96
x122 c63
c34 x105
c46 c60
x171 x134
c29 x156
c37 x50
x127 c1
x123 c108
c18 c77
c58 x55
x174 c92
x10 c69
c119 x118
c115 x18
x77 c62
x70 x9
x93 x176
x39 c38
x133 x124
c99 x110
x144 x118
x10 c128
x125 c58
x144 x55
x68 c18
x102 c50
x119 x168
c49 x40
c56 x26
c19 x161
c116 x99
c138 x154
c87 c21
x120 x67
c17 x94
x93 c137
c58 c22
c110 c56
x131 x165
x183 x5
c23 x123
x99 c47
x182 c104
c117 x61
c54 c113
c13 c96
c93 c44
c99 c130
x56 c112
x151 c21
c87 x172
x168 c69
x99 c105
c64 c150
x169 x148
c59 c60
c85 x10
x73 c113
x74 x104
c122 x119
x145 x67
x184 c166
x177 c29
c148 x166
x175 x111
c13 c150
c153 c72
x93 x149
x147 x178
x42 x1
c10 x167
c69 x48
x6 c102
c155 x145
x159 c127
c121 x171
c131 x86
c166 x144
x77 x10
x158 x90
c135 x30
x92 x18
c148 x144
c95 c33
x133 x46
c82 x184
x7 x82
x72 x65
x115 x82
c43 c179
c170 x29
x60 x80
x46 c188
c127 x151
c181 x130
x99 c137
x139 x141
x132 c150
x75 x99
x127 x52
c15 c116
c103 x14
c77 c108
x117 x168
x98 c94
x168 x143
c95 x23
x126 c117
c121 x127
x62 c183
x142 c76
x140 c23
x74 x88
c102 c132
c168 x165
x140 c50
c41 c52
x130 x22
x3 x53
c141 x54
c10 c18
c224 c109
x68 x78
x178 c208
c6 x136
x143 c220
c151 c100
c90 c215
c13 x80
x179 x113
c33 x164
c135 x17
c230 x80
x132 c24
c179 x25
c16 c75
x174 c208
x54 c126
c75 c80
x135 c190
x142 x49
c237 x43
x65 c91
x3 x185
x57 x140
c213 x149
c246 c70
c99 x130
x4 x61
c156 c203
x95 x62
c115 x80
x33 c122
x4 x29
c91 x163
c126 x44
x153 x4
x20 c11
c75 c28
x38 c216
c71 c262
x93 c237
x126 x24
c196 x16
x5 c257
c122 c220
c37 x89
c274 x89
x23 x124
c41 c244
x172 x54
c256 c225
x20 x25
c279 c23
c200 c3
x37 c85
x128 c185
c1 c268
c109 x2
x21 x17
x129 x117
x176 x107
c222 c231
c227 c1
c204 c182
c34 c222
c108 x136
x14 x175
c64 c161
c124 c205
x113 x77
x29 c123
c123 x166
x93 c67
c215 x49
c50 c19
x87 c136
c297 c227
x100 c134
c17 x75
c171 c34
c148 c198
c229 c287
c86 x53
x59 c296
x49 c84
c198 x171
c19 c303
c4 c48
x48 x15
x135 x71
c123 x145
x109 c204
c112 c265
c223 x67
c20 c13
x22 x171
c31 c158
x20 c95
c273 c54
c31 c167
x108 c50
c89 x47
x6 x1
c41 c217
c27 c193
x35 c265
x173 x17
c4 c189
c291 x162
c188 c266
x45 x172
c234 x133
x185 c151
c120 c59
c91 c153
c291 c238
c130 x30
x153 x175
c87 c64
x168 c234
c69 c256
c319 x143
x12 c179
x140 c68
c304 c212
c93 c165
c18 c16
c195 c125
c65 c8
c265 c19
c192 c130
x32 x48
c276 c181
x12 c358
c17 c330
x21 c57
x44 x166
c353 c54
x167 c229
c108 x94
c72 c348
c254 x60
c31 c252
c122 c42
c210 x183
x108 c154
c302 x17
c19 x130
c134 c112
c82 c212
c240 c299
x7 c332
x105 c356
x104 x23
x107 c104
c177 x167
c348 x146
x171 c235
x25 x53
c111 c356
x51 x119
c274 c191
c284 c95
c104 c10
x34 x24
c317 c56
x19 c224
c56 c96
c323 c67
c222 x142
x28 c10
x67 x171
c154 c188
c45 c379
c38 x132
c137 x20
c37 c284
x52 x18
c230 x172
c398 c186
x128 x30
c222 c142
c189 c79
c78 c61
x162 c3
c306 c389
c401 c241
c23 c382
c321 c320
c316 c335
c319 c319
c97 x49
c69 c357
c420 x181
c205 c256
x143 c366
c361 x65
x125 c312
x102 c159
c114 c314
x9 c315
x60 x63
x148 x104
x171 x48
c66 x108
x97 x27
c350 c180
x156 x45
c83 c261
x94 c223
c146 x79
c278 c101
c439 c419
c227 c322
c136 c418
c219 x22
c286 c352
x176 c10
c345 x77
c294 c121
c125 c425
