2386 7088
??0?0???????11???1????1?????0?????1???????1?1????????11??111??1??11?????00?????0??1?1?11???0????1?1101?1???0??11???11?11??????????1??0?????????????1?01???11?????1???????1111??1?1????0??0?1??1111??11?????0??????0??1?1?0?1?1?0110???10????????1????0001?101????0?1??????0?01?0?1?????1????????0????1???010?1?11????0?1???????0????????0??????1???0?0?0?0??1??11???0???1??????1???1??????0?0?1???????????0????10???1??11???1???????1????101??????0?1??11??10????1???????1??1???1??????1???0????00???011????0??1?1????????0??0?????1101???10????111???10????????011?1111????1??????1??010???1???011?0??1???00??1??1????????1?0?100?????1?1???111??00??0????01?????10??????1??11?0?01?????1?0????1??????????1?0???????????0?11???1??????????0?0111?0?0???????1?11?0??????????1??01?????0??11?????1??0?010???01??1???1?11?1?0????1?1?1?1??1?0????1?01???01??1?1????1????0???????????1????????????1????????????10???0????0?1?11??11?1????1??11???1??0????1???01?????0???1??????????????????????1???0????????1????11?????1???1?1??1????????0??1????????0???????1??????????01????1??1??00?1?1??1??1??1?????????01???????0?0?????1?0?1???111?????1?11??????11??????1?????1??????1????10?????1???????1?????1????????11?0?????1?10?0????????1???1?????0??1??????????0?1?????????0??????????1???????00??1????????????0?0??1??00?00?11???????????1?00??0??0??????????????0????????????????1???100?111????0???????0?1?0??11????????0?1???10?1??0???0????1???1?11????1?1?1??????1???0?????????0?1??1???????01?1?0?0???0????????????0?1??1???????????0?1????1101??01??1???1????01?11?1????0???????1?0?1?1?1??111???010???1?1???????1?11???????0????0????????0????0??????1????????1??1??00????1111?1???101??????????????????01?1?1???????0??????0???0???????1??0??10??0???????1?1?1?11??????01?1??0?????0???0??1????????10???1?1???1?0???????????????0??0?1?1????????0??11??000????0??10?0????????00????????11?11?????0????00?????11?????1????1???????0????1?????1?????????1??????011001101??1???1???0??????1????1??111???0???1???001??1????001?0100?0??1?11?1?????0????1?10?????0????1????0??1001?101????0?1????1?0?????10?1??0?????1?101??1??1???1??????????????????????????????????????0?0?11???01????0???1?1???1??????01????0?????01101???????1??0????1??????1?1??????1???????????????110??0?????1?1?????????0????00????00??1???0?????????0?????????11???????11?0?????????1?????????0???????0???01?1??????1??0???????1?????????1??1?????????1?0?11??????0????1?0????????1????00????????????????1???1??00???1?0????1??????????1???10??1??10?0111?11?????????1????1???????????1???0???????0??0?????0????1???1?????1?0?100??10?11??1???1????1?????????????1?????1??0??1?????1??0?0?0????1???01?0??1??01?00??0??0???0??0?1??????1???00?1?????0??????????????101??0?0?0??0?110?1?1?????????????0?1???1?11?0??00?????????????001????0??????????11?????1??01??11???????0???01??0????1????1??????11?0???????????0?1?????11???????????0?????1???0?????11?????????0???111???0?1????1??11?????11??????????1????????????0???????1????1????????01???0??1????????1??????1011?????11????10??????0??????1?0??0?1??????????0??1????1???????11?????0???1?0??00?1???1??????0??0?0????1????????????????1??1?????1??0?1?1???????0?0?1?????????????????????????100????????11?????0?1??1?0?????1?11????0??1?10?????1?????1??????????1?11???1??????????0??1??0??1?????????0??????????????????????111??????0?????????1??0?1???1???????01?1???????????????????1??10???????????????1?1?????1?0?0?????1??0100?1?1?????1?????????0?1??1?0????1??1???11?10?1??0??0?0??????????0???????011001?????1????0?0??1??0111??0???111?????1????????1???00??11?0??0??0?????0????0??????????0?11????1???????10??1??1???0???0????????1????0??11??????100?????11????110?????11?????1????????1??0????10001??0??00?????????1?1?01???1?????11?1?1?0?????1?1?1????1????1????????????????1??1???????001??100??????01??????01?0?00??????????????1??0?1?111?1?????1??10???????????????1????1????????????0???????11?1?????1???????0????0????111???1?????11???0????0??1??0??11?????0?011?0?????0???????1?0??????????0???1??1?1?0????????1????????11???????1??1?1???0??11??????????1??1?1?1?1??????1??0????????1???0????1?1???0???0?0?????1?00?0????????01?????0??????1???010?1????1?11???????10???0????1001?1??11??1??0????1???????011?????????????????????????1?11????0?????1??0??10?00???1?????1?101??1???11????1?1???????????????????????????????101?1????11??0??11111????????1?????1?0??????1?0???????????1??01??1?0??0?1?1?110??????????????101?????????010??0???0??010???????1????????1???1??0??01?11??0?1??1?????0??11?1?????1????????????1?0?1?10???01??????0??1???????0????????0?11??10????????0???????????????1?0??????????0?11????0?1?????1????11???10???100?11?010?10???????11???????0?1??????????1??????????????0???1??0???1???????1?0??????????0???????0?????????????1??01?????????0?????????????1????????00????1?1?1?1???0??0???0????1??1?1?????????????1?????01??????????????????11??????1?0??111111??0??0????01??1???1?1??11???1?1??????00??0?????0???????1?10?????????0?11?000????1???????1??1?0??1??1??0?00????????1???1??????1???1010??11?1?1???01???0???1?????0?0??????1??10?01?0?1??1?1?0???????1??1111?1????1??????????????????1?11??????????????0??????????1???10????????1?????0???0?????????0?1????????????1??????1??1?????????0?1?????0???0?0??10?1????10??1??????????0?????0?1?1??011????0?11?11????1?11??1??0?????????????1??????????0?????1??1?????1??1????01???????1??0???0?1?1???????1?1??0??0??????????????01?0???????0?0?0??1?1?1????????1???01????0????1???1????1????1?11??0????11?????0??1???????0???????1??01?1??????0????11??1?0??????????????1????1??????1????0??1????0?0111???1?00?0?0????10?1?0????0?????????????????1?0??????????1???1?0????11?????????????1??0??0?11???1??0?0???????????0?????????1??110?1?????0??010?????1?1?1???1?1????????1?0??0??0????01?1??1????1????00??0??1?10?????100?1??????10?111?0?????1111??11???0??1??0??1?????0????101?1??11?1?0???????1?????????1????0?00???1???0?1????01??11??1???1????0?0???0??0?????????10???1?????????1???????111?1?111????1?1???????00??????01??????0???1??1??????1???1???111???001??1????????1?1?1??0???0??0???1??????11????0??????????????1?????1?1?????11??11??1??????1???????0??1?01??0?????????1???010?1?1????1???1????0?0????1?????????????0?0?0???00??????1?????11?10?11?????0?1??0?0????1??101????1?1????1??????01??10???1???????????1?1??1??1????011?1??0?1???1??????????01????1????11???????1????01??????1??1????0???01???????????010?????????0???????01??1????0???????00?11???????????????0???0??11??1?????????10??111????0???1????????0??????????????????1????10??????????1??0????011??1??00?1?????1???001??1?????????0000?0?1????10??1??10??0??1???????0?1?1???????1??110????1?????????11??1?1??1???1????1?1????1??00??????1?????????????0????01?????1???01?0??0?????1???11??00?1?1????0????????0??????1??0?1???1??????1???1??1?????0???????????????1????????????1101???????????????????????0001??001????11?1?1?1??0????????0???0?????????11???1???1??1?0?????11???1?0???11??????000?0??0????1????1???11???11????1?01??01???1???0???????01???0????????????????????????01???0?????1?????0?????01???0??0?1?1??????1?111???????010??????1?10?0????????11???????11?1???1??001????1?????????1????????0??????1??01????????????01??????????????1???????????1??????????????????1?1???????????0?????????1?????1??101?1?0???0????????1???0??1?
x1245 x444
x1778 x1021
x1065 x442
x1791 x2364
x349 x1884
x615 x1751
c1 x591
x2247 x1639
x985 x1383
