683 8424
1?0?010?0??0??0?1?0???1?0??0???1??10??0100?1???0??100??000?0???1????0????0?0??010?????0??0???01?0??????1?0??0??0??????01?1??00?0?00?0???00?0???????????00000?????1?01???11???0????11?0???1?0?0?00??1????????0???0001????????0?0??000?????01?0?00??1??010?00??1?0?01?0?0?0????0?0???0??00???00?0?01?1??????10??00??1????0???0?00?00???1?????0?0?00???0?0??110??0?00???00?0?0??0?0?1?0001??00???1?1?0???????1??10?10????0?0?????10??10000??0??0???0????0??0?????0?0?10???1??????0???01??000?0??00???0???01?0??????????000?0???0??1??000??1??0?00??0?10?????????0??01???0??0?0?0????0?0?0?00?0??00??00?1???????0??????????0??0?0?010?01000??000?0?010????00???00?00?00?0?0???1001???0??1??0?0??00?0?0?1?11???11????1???????00?010????0??0??????01?1??1?000?0????1??0????????00?????0??0????00????0????0????0?00?0?00?????0???001????0?0???0?0?0??0??1??0?0???????0??1??0?0?00?00??10?????0000000???1???1110?00?????0?00???00??0???0?00??0???00????1?00????0?00?0??000?1????????1?0?10??????0??00?101?????0??0???1????00??100??0??00??1???????10?1???0?00??10??0??1?0???00??????0??000?0???0??????0?0??0??00?????011?0???1??1??0???10??0?0?0?0?00???????0??1?0?0??0??000??0?0?0?1?00??????0010???0??0???0??0??0???0??????000??00?0?0????01???1?0???0?1???00??000?00???0?0????1?0?1??0????1?0???00?0?0??0?00??1????000????????????????00??1010?0??01??00??0?1?0?0?0?0??000???????01??10??0??0?0????10??0?????1??????0?0??0????00?000?0????01?00?01???????????1???00?00?0??01????0?0?0????0?0?00?0???????000??11?10?0???????0???0??01?0??0??????0??????10???0????0?000?010000??0?0????00?1??????00?0??0???0?0?0????100??00?00000100????0?0??1??0????10???1?0?00?000??0????0?10????0?0?0101010?0?0??????1??0?0???????0??1??0100???0??0?0??0??0??0????1???0?????001?10?0?1000???1????1???100?00????0??0????100?????0??0???1??0?1?010?0?00????0?????0?0???00???????01??00??1?0?0??0??0?01????0??????0???0?0??????0???10?0????0?????0?0?0???????0?1?0???1?01??0???????1???0?0??0??0??0??00?10??0001??0?0??????1??0????0?01?0?1?1??00????00?1??0???0???0?0??0?1?0??0??0??0001?????????100?01???????00?0?????00?????10????100???00?00?0???0?0?????0??0?0???1?0?10?????0?101?????00???0??????1??????0?0??????????01000?0?10???10?0?1?01??0?10?0??0?0??0??000??0?000???????00?00??0????0?0?1??0?100?1000???????1????1?0??10?????0??0??00?0??0???0???1????????01?00??00??00??00????0???10?0??0????0?1?????0?0?101?0???00?10?11?????1???10?0000100???00???00????1?0????????0?001?1?00??1???000?0???0??????00??????10?????0?0??000?0??00???11???0???0?0????10?????0???00???00?0?????0??0?0?0???????000?????000??1??0?0????????????0?????0?1???0??1?00??0?000?010?????01101??000?0???0?0??10?0?00???01????????????0?0??0?1?0??0??10?1??0011?0?10????000?00000??0?0??000?01?1????000???1??0?010??0??1?????00????0??????0?1??????0???00??1???0?????1??0???10???0000??0?10?1?????000?0?????000?1????10?0?0?0??0?0??00??11?0000?1??0???1?0?1????0??0???????0??????????000???0?0?0???01???0?000??????0?0??001??????0??00?0????0???0?1?0????1?0??0????10?0??1?0??01????????000??0?0?0??0??10???1??????000???0?0????0?11???01????0????00?00??0???00000??0?0???10??01000???000?0????0?0????0??100????1??0????0?10???0????0???0?0????00?0?0?0??000?0?0?0??????0????0??10??????01??0100?00001???0???0?00???0?????1????0?0???01??0?0???00?0?????00?????00???00?01?1?????00??0??????00??1?0?001???0????0???0????00??0?1?00?1??0?0??????0000?0?00???0??0?01??0???????00???010?01??0????0100??0??0?1????0??101?00011?000?????1?0???0??0????11?0??????0??????????1?01??1?0??????11???0?0100???0?0??00?000?????????????10???0?0???0???0?????1????0???00?????????00????10?000?0??0??100???1???0????0?101001?111????????1?????100000??00?0????0?01???0?1?0?000?0?000????????1?1?????0000??????10?0?0???0?0??????00?0??0???100001????0?10?0???010?????????0??00?????0?10?01????????0?1???1?01?????0??0???00??0??00??011?0?0000?????00???00???01??1????????0?10??00????0?001???1?00000?01??00???0??????0?100??0??????????0?????0?1?100???????0??0???0????1?1?00?10110?????0????00?1?10???01?0??11?001?0??01???????0??00???1?0?000?0?0?1?0?0?0??01???????0???00????1??1??????????00?0???1??10?1????1??????????00??00?0??0?1??01??00100000???0??10??????0?01?0????10?0?0????0?0??????0?11????0?0???0??0?01???0?0???0?0?0????000?0?0?0?00????00??10????1????1?0??1?00?1??0?00??0?0?0?0???11??10????00???000????1????0???00??0????0?????000?11?????01???0??????0???0?0?????1?01???00000?0?0?1?0??1?0????00??????0????0?????1???1?1?10?1??00??????0?0???0?1?1?00????00?00?1001?0????00?0????0??1???1??????????10??01??????0?1?00???000?00000???00???01???1????????00?0????1?00?11???00???00??0???0?11?0?1?1?0????0?0???01??0??1??0????????00000???0?0?0?00?0??0??000??1??0?0?00??0?0????0000??0????1??00??0010??1?000?????0?000???0?0??0?010????00??0???????0??????0?????1?0?0???1????0000?01?00?1????0???????01?0110??0?0?0?0?1??1??000?????00000?1?0????0??0000???11??0?????????10??110???0????000?001??????100???0??0??1?0????0?0????0??0??1?0????100??0?1????1???0??00??1????10??0??1???0???0????????00?00????1?1?0??????0??????1??0?10???0??1?0??1????0???000?10???0??0??0000000?0??1???0?1000?00????00?00?100????????0????00???0?100?01????0???0???10?0?00?????0??1?1??00?00???1?0??0010?010??0??000?0??000?000??????01?100?0????????????100?0??0???0?1?0????0???0??0???1????010??101??0??000?10?1?????00????00?01??00?00??0?00??????10??0???00?0??01?00???00?0?0?1????00?0?00?1??000?0???000?1?0??0010??0100????????000?1???1?1????????0???0?00?0?01100?00?1?00???011???????00?000?1?????0?100????????0??0????????0???011?????110?00???0?00??????0100????0?0???????1001???0????0???0??011?????00??0?0000000?1???00?1?0?0??00?1??1?????0?0??00?00?0????????000????0?0?????101???00???0??000???0??1???00?????0??0???10??0000100?0?0?1?0?0???1???01???????1?0????????000??0?????00?10?1??1???00?0??01?0?0000100??0?0???0??00???0????0?1?????1???????0?1??0001????00??0?001????00?????01?1?0??00?0?0??????0??0??????0?01???00??000?1?011??00?0???01????0010???100?0??01??000??1??1?01000?000?0????0?????0?0??00??0?0000?00?????0??0?0???0?0??001?0??0?000???0000?00010?0????0??0??00?00?1??00?000?0?0???0???100000??01?1??0?0?00??0?????00??0?0?10?00?1?000???000??0??0?00?????00???0??0?????11?00??0??00??0?0?0?00?0?0?01?????0?0?0?????0?00??1?0?00????001??0????????0?1?0100??0??0?0?11???0???00?????00?0?0??0??0?01000?00?0??????00????1??100??0????????????0?1????????0???0000???0??000?00???0?0????0???0??1??1??1??????1???00???00?1????????0??0?0???1?0????0??0?10?0????1????00?000?????????00?????0????0????0???1????00?????0??00?000??????1???0?0??0?1?01?010??0???1?0????0??0?000??0??????0??1?1?1????0010???00?0??0?1?0?????01??00?????0???11?????0???00??0??0?0??1001???10??0?1?00?0???0?1?0???0000????0????00??0???010?1??0??0010???0000????0??010?1??1???00??000?1????????0???1?????0??0???0??0????000??1??0?100???0?000???0?01????11?1??0010????0?1?0??000??0???1?0?0?11?0????1??000???0?0???1???10????0??0??0?00000?1?01?0????????000?????10??0??00??00?001??????0?0???0?10???1??000???0???00?0?????????0???????0?0?0?0??????????0??0?000?1?0??10????010?0?0?0?0???0????010?00???0???00?00?01???????100????0?0?1?1??????????0?0?0?0??00?0???10??0001?1?1?00???0??00?????0?????????1???00?0?0?0???1?00?????0?1?00???????1???000????????????????1?0?0?001??1000?01?1000?0?0?00???0??????????01?0?0?0?10??????0???????0???0????01????0?0??00?000?????10??????0?0?0??00??00???1?????????1????0????001??0????0???1?0000??0??0?0??0???0?0?00?0??000??0????00??0?????0?00?0??1??????????00?000????????1?0????01?00?0000?1???????0?0????????0?????00??0?????0?0????0??00?01????00?00?1????0000??00?10??0????1???????0?0?0?000??0?00????????0?0?11?????????1?00??1??????0????1?1?????1?0????????01?0?10???00?1??0?????01?1???0?0?????00???0???10?0???1??00????1?1?0001?00?01?0??00???1??0?0??1???0?0?0???0??00??0??0???00????????0?0????????00??10010?0??????00?????0?0??????00??0?00?0?0??????0?????0??101?110?0?0?0??1010????1????0??0000??0??1??00??01????1?01??0??1??????1?1?0??0?00????0???????0???00?0??1?????1??????0??0?01?0?0???????00?????01?????0?0??11???0?00????0?????????0??0?0???????10?1011????00?0?0??0?0????0000??11?1??0??100??1??10????01??10????00?0???????0??10??0?10??0????0??0??001??0?0?0???0?1??010??0???01???1????0???0???0??????0?????????00????00?00?0?????01?00?????0?00???0??10??00??1?0?0?0??0?0???0?000?0????00????00?0?0000???1???0????0????00???0?????0????00????10?????????????00???1???0?????????????0???0?0?0?0?0?00?10?????0?1??0?1????0?????01??01?0?0???100??00?010???0??010???????0?00??0??1????0???0?0?10??0??0??1??0?100??00??????100?01???0?0????1?0?0?100???00?01???1???0???0?0?0??0??0???0??1?001?0?01??000?000???10?0????????00???0???0?00??1??100?01?0??
x232 x508
x196 x382
x283 x13
x79 x441
x349 x242
x157 x73
x433 x135
x474 x330
x589 x456
