7168 10000
?11??????1?????0??1??1??1?1???111??????1?1?????11?0????01?????00101???1???????1??0??11??????????????1?1?1???1??1???1???0?01???0??????????????1???????1?1??11??1?????1???1?1?1?0?????111??111??0??????1?1????????1?????1??1?111?????011????????110??1??????1????01?1?????1???111??1????0?11???????10??????10??????1?1??????????1????1?????????1???????????????????01??????1??0???1????????1????0?1???1?1???1???1?0???11??1?11?????0?????????0????1????1111????????0??????1??1?????1??1??00?1??0?1??????0111??11??????1??01?1??????1???1?????1??1????11?11???1????1???????????1???????11????0??11?0??????0????0??????1??1??????00?????1?1??1?11??1?????1??????1??1?????????0???????1??1?0111?1?0??11????111???1?????1??1?0??1???11????1??1?10?0?0????1??1??1???1???????1???1?1?1?0?11???11???1???0?????1??1??????11????????1???0?011???????10??1???1??1?0????????01????????1101????1????1????1??????0?111???1??11?0?111??1???1?????1????1?1?????0??1???0??011??0????1??????011??11??1??1??????????????1??????10??1?????????????1???1???1????????????1???1???????1????1?????????????1?11????1110???1?11???1?????1??11?0?0????????1???1?1?0??0????10?111??1??1????1?1??1?1???111??1?1?????1??1?????1?????1?1????1???0?????1?0?1?????1?1?????1?01?1???????10?1???1???????1011??1???1??1????1?1?1?111??1??????????????????0?01?????1?????????11?1??????0?????11????1?101?0?001????11??????1?1?????????11?111????1???1?????1???1????????010?????????1????????????????1??????????1??????1????????1????????0????1?1???1?????11?????1????????0?????1?????1????0?1?11????11?????0????1?1?????11??1??0??????????????1?????11?1???????1?????0?1??????????????11??1????????????????????1???10?0?????01??1??????????0??10???????10?1????????????0?0?11?1111????0?????01?????1?????1????????1???0?1?????1??????1?11???1?1?0?1?????1?1?1??1??111??00???1??1?????????1????1???10??1????0??????????1??00??11?1???????1????0??????1???10?1??0?1?10????1??????1??????111?????????1??1?1??11???1??0?11??????????11??0?1?????1?????1?11???????11??0?1??????11?????1????11?1????1????????????1?1??????1?111??10???1??1??????11?10???01?1?????1??10?0?????11????01??11????0??1???????0???11??1?????1??????????0??11????11?????0???11???????0????1?11?1?????????11????1???????0??01??11??11??11?1?0??1??????1?1?110???1?1?????1????100??1?1????1???11?10??10???1?111?1???0?1???11??11??1??1??1?1??1????0??11111?11??1??1??????1??11?????1?1?1???0???????1?1111????????1?1????1???01???????1?1??1?1011?????????????1????1??1???11?1?1??1??10????????1???1????????1?0????1?11????????11????1?11?1???????0????????1??1?1?1???1????1?1??????????????1?11????1???01???????11?????11????1?1?11????????1?1?????10????1?1??????1????01??1???1???111???1????????0???0???????????01??????1?????????1?0???11??????1???????1?????1?1?????????1??1?????0???1???????1?1??????????11?1??01?1????01??1?11??1???????110???01???1???????????????1??????????1???0?11?0???0???0?01?1?111??0?0?1??????0??????1???111?????1?1??1???11??0??1?????01?0?????11???????????1??11?????11??????????1?11??1???01?01?1??011?1???1????1???00??????0???1111?1?1???????1?1?????1????????????11??111?1??1?????01????????????1?????1111??0????????1??11????????????????1??????????????1??????1???????1?????11???1?1????????111??1?1??1??1????1?0?????????1???1??11?1??????1?1?1?????????0???11??????10???????0???1??????1??0?????1?0???11???1????00?????0????1??????0?1???????????1??1??11110????1???1?1??????????1?1???1?1?1??1???11???1?11??11??????1???????????????????11?1?1??1?1111????????1?????????11?????1???1??????1?1??1?0??????01?1?1?1??1?1???????0???10?1??????1?0?1????????01??????????????????11?????????0???????????1?1?1??????????1???????????11????0???11?101?111????1????????1????1???1???????0??1??1?0?????1?????????????1??1?1????11???????????1??????1?1???1??0?????0?????????1???????1?????1???11??1?????0110?????????10??????1?????1??????0?????1???1?0?????10???????11????????????????????11???1?1?1?????10?1????0?1??????10???0??????1?1??1?1??????0?01?110?1???1???1???1?111?1?????11?01??1???10?1??11????1?11???1?????0?11????????????01?1???????????1???????11?1?011?0??0????1?11?????11????1????1?0???0??1??????1????????1???0?????1????1???1??1???1?110??1????1??1111?????01??11??11???1????1?1?11??1??1?????0???1???????0?0?????1?0?1111????01??1?0??1?11???????1?1????1????11?01?0??1?1??11???111???01??????????????????1??1???????11?????1??1???????1?????11?????0??????????1?1?1??1????0?0?11?1??????1?????11???11??111??1?0??0???1?????1?1?1???111??11?0??????1???1??????01????1?????1?01??1?111?1???????0????1??????????????10???1?1?0???????1????1?1???01????1?1?1????????1??????1?111?11?1??????0?1??0???0???1??101111???1???10????????11???11???????11???1?????????1?????????1???1?1??11????1?11?0????01??1?11???11??11?1???1????1????????1?1?1?1????????????????1?1?1??1?1??????1????0?1????1????1?1????1?????0?1?1??1?11??1???????????????????1?1??????????011?111??11???1??????1????1?11??????????0?1????111??????????1????1???????1????????1????1??1??????????10??11???1??1????0????1?1???????11??11??1????????1???????11??01?0??????1?????1?1???11????01??????11??1?01????1??0??????????1??????1??11??11??11?101???????????????1????0??1????1????1?????1??1??????0?????1????????0?????????????1??1?01??11??1??1???????1??????????????0??1?0????1???1???????01?????1??1??????11?1?0?01111????0???0?111??111???1?????1???11??????1111???1??1?????0??00????????1??1??0??111????????????1???????????1????????1??0?????1?????????1??1?1???1??1?1???1???????1?1???????1??10??0???1????????1101???????1?1????????1??????10??????0????1?1?1??11?0?1???????0?????1????11?????1????1???1????1????????10????????????10??????01????011??????????????11?0?1?11???0??11????11??1??????1????1?????1?1?????11?????1????????101?01?1?0???11??1?????????0101?1?11????0????10?1??00???1?0?????1???11?1?????11????0????????????1???????0??????11??????1??01????1?1???1???1???11?1?1???1???11????1?1?????1??1?10?1??1?????1?????0????11????1?011??1110??1?1??1???1??0??1???????1?????????0??11???1??111??11??????1??????1?0?0??1???1??0??1?1??10?1?????1?1???????111??????????????????????????????1??1?1???11????1??1??????11????11?????????1101??101??1???1???????????110?1??0??0?1011?????????11????1??1???1????1?????1?00??111???110?????010??????11?????1????01?1????????1???????01???11?????11????11?0?11?????1??????1?1?????01?11??1??11??????1???1?1??????11??1????????1?1???1????????1???11????1???1??1???11??????????????1?????????1????????11??1???1???0???11????????1??????1????1????1?0??0??0??11??????????1?????1????????1????1?1?0????????11?11?11???11?10?1??1???1??11????1?????1??1?11?0?????1??????0????????????11?101?????????1???????1?011011?1???1?10?1???11?????0?1???????1??1???????1???11?????????1??1??0???0???????1?00????1????1?????1?1???0??1?11?1???0111101?11??11????????11???1???????11??1???1??1?????1??1???????1??1??0????11????1???11?????????????11??????1??????????????1?1?1???????1???1???0110?????1????1?1?1???1??110???01????????????1?????????1???11??11?0??11??????11???1???1?1????????0??1?????1???1??????????????????11????????1??????1??101?0???1??1????????1?1???1???????1????1????11???????????????????????????????????1????????1??100???1??1????1?11?1???0?????11???11?1???0??????????????????1?11?????????1??????0????111?1??1?????????1???1????0?0???1??1?1????1?1????0??1???1??101??0??1???????111???01??1????1???????11???1?1???1010????????????????110????0??00111?1???0??????101?1??0??????1??????1???11?1???0?1?1?11????1?0?1????1?1???????00??????1?11??1?1?1??1???????1???1?1??????1?????11??11????1?????1????1??1????11??11?1???1?1???0?????0????1????1?00???????????1???1??1?1???11??11??????11??0??1??1????????????01????11????????????????????1?1?????01???101?11??1??10?1??1????1??0??0???????1??1???????10?????????1??????11?01????1???11??????11?????????1???1???1??1?1????0???1????1????1??????1?????1???????0???01?????????1??1?1?????1???0???????1?11?11???????01???1???1??11?0??0?1???????1?????0?1????10????1?1???????1????01?1?0?00?1????1?1???11?11?0????11??1????111?1110????1?????????1?1???100?0?1??????1??1?????????0??????1??1?1????????1????1????1??1?1???1???01?11????????11??1?1????1?1??11??1?11?1?11??11?1??1?????1?01???????0??110??1?????1?1???1?10?1????1?????1???1????1?11?????11????101???1??????1???????????1?00?1???11??????1??1?11??1??????1??0?1?????1?1???????0?11?1??1?1??01???1??1?1?????1???1???????????????????1??0?0????????1?11??1?1?11??111?1?????1110????1?011???1???1???10????11?110???????11???0??0?0??????1???1??11?1?1?011?1?0??????11???1????????1????11???11?101??????????1?????????111????1?1?????????1????1?1??1???111?????1????1?????????????1??????1?????????????????1?????1??1??????1?????0?1?????????????11?1????1??1?11??????1????????1?1??01??????1?????????11???1??1??????1??11??????1?????????10?1??1???1??1???1??11????1??1?0???0011??0?1??1???1????10??1?1?????0??1???0??1??1????1????1???1??1??11???????1???1?????1???????0??1???1???1?0?1???????????????11??0???????1????????11?????1??????1?0?????1???0????1?????????????????????1?1?1?1?????????????1?0?0?1???11???1??0?1??1??11????????00?11?1???1?1?110?101???11??1?1??????????1??1?10?01??0????????1111????1??1?11?????????1?????1????????0????1??1?1???11?1???0??11?1????????1?????01???1?????0?11?????1?1??1??11?11????11??1??????0?????????1?1???1?????1?0???1?????1011????111?1???1?111??1???11???1???10??11?????1?1??10???1?????0?0?100??1??????1??1??1????????????1????1?????????????10??1?????0?0?1?1??????1?110??????01??????1??1????1??????????1??11????????1???????????????1??1?11??1???1?1????0??????0??1?0????????11???????1???????1?1????0?1?1???1???1???1??1?????????1?10?1?11?1??????1?1?1?1???1????????????11?1???10???1????1???1??????011?111?????1?10??1????11???????110???1???1???11?1?????1??????11?????1???1?111?????01?????????1???????0?????0????1??10????????1???1011????0????1???????????1?1?1?11?1?1?011?????0???1???10???1?????0?????0????1?0???1??1????1?1111????1??????1???1??1????????1??????????????1?1?????011?101???0??1?????0??????0?1?????1?????1???????0?1???0?????0??????11??11??????11??00?1?????1?????0??1??????1?1?1??1?11?????110?11???1?1????1?????1?????1??101???????0????????1????1??11??01???1??1?1?????1??1??????1????11??1??????????1???1???1????0?1???1?1??1??????????????1???1?????????01?????????10???10?1??1?1?0?1??1???1
x1549 x7021
x243 x2807
x5592 x6126
x723 x3043
x669 x6113
x2021 x6261
x4419 x5275
x1608 x5675
x3828 x1206
x3044 x3118
x4596 x3103
x51 x567
x2871 x3551
x6540 x3937
x6791 x887
x1058 x5688
x5947 x397
x1447 x2267
x3520 x4801
x4219 x6331
x2994 x3013
x4439 x3714
x6709 x4977
x4219 x4511
x5092 x2821
x4892 x6725
x2095 x912
x308 x1415
x5057 x3193
x5271 x3634
x780 x6951
x5999 x2819
x1396 x1448
x6487 x3976
x5018 x6981
x254 x2390
x6173 x6199
x54 x1714
x6463 x993
x5624 x5746
x5107 x5766
x4176 x1029
x5729 x5594
x7106 x3755
x3814 x2663
x3163 x52
x3115 x379
x1757 x5824
x3665 x1027
x1022 x2648
x3917 x2944
x6983 x2348
x3652 x1849
x4487 x3330
x1373 x4349
x1302 x2436
x6908 x5343
x1814 x4813
x5460 x48
x3761 x6751
x4639 x1409
x2745 x7134
x5013 x1877
x4154 x1390
x1187 x835
x658 x6535
x5505 x4866
x3166 x1501
x3666 x5443
x6464 x2497
x4956 x6365
x181 x1309
x250 x531
x5324 x2741
x5807 x5824
x5893 x1624
x203 x5024
x5966 x4677
x6345 x849
x6073 x5954
x2271 x5756
x6818 x2908
x2432 x333
x2459 x4022
x1943 x5468
x3575 x6345
x6979 x2893
x6184 x5106
x3121 x1359
x2055 x7113
x4260 x6706
x4627 x939
x68 x3265
x6538 x6046
x5335 x742
x2994 x591
x5704 x2690
x3598 x3629
x598 x390
x3040 x5981
x6233 x6826
x5372 x5814
x4340 x118
x5063 x4550
x3418 x6372
x5714 x354
x3876 x2386
x4427 x6343
x2178 x6798
x18 x714
x905 x3705
x3652 x2487
x6999 x4
x3270 x5701
x5329 x3474
x4038 x2796
x857 x2236
x238 x6990
x6593 x1853
x3298 x2512
x2332 x215
x2672 x5963
x5682 x4272
x2385 x851
x6537 x1170
x6277 x2107
x2032 x3803
x6376 x1618
x3259 x5464
x1204 x835
x1348 x6867
x1231 x353
x1068 x5429
x1845 x6352
x6133 x4799
x267 x945
x2180 x1600
x5823 x5068
x3864 x908
x1028 x1818
x1265 x1829
x5915 x71
x4472 x544
x4043 x6383
x4154 x5256
x1712 x4090
x2350 x4574
x4133 x6655
x6380 x665
x3801 x1938
x2058 x3943
x3824 x6837
x2943 x3327
x1356 x3823
x866 x979
x4131 x3675
x1692 x5572
x1161 x1832
x7107 x5887
x397 x4678
x4587 x6327
x315 x7101
x3551 x1591
x6779 x140
x3442 x820
x4351 x3025
x5712 x4234
x775 x4305
x6918 x7031
x4677 x906
x764 x5496
x5683 x2633
x2721 x2226
x2388 x3313
x5271 x5061
x4060 x511
x3601 x3101
x4977 x4659
x5054 x7031
x3818 x2768
x4944 x4233
x5131 x3831
x3739 x1435
x6270 x2768
x1048 x5664
x580 x5159
x5713 x797
x1455 x6932
x4208 x3641
x4566 x4050
x3624 x2982
x6074 x2802
x2815 x4880
x1533 x6470
x4239 x863
x579 x550
x7003 x2446
x4834 x3963
x2313 x664
