563 6011
???????11???01??0?1??1????0??0??0?1111??1?11???11?1???111?1????1?11?1?0?1??1??????01?1???0??1?1?1?1????1????1?11??????011??0?11?1??10?????0?1?1?1?1????????0????1?0?????0??1????1??1??????111?01??1???11??1??1??1??????101111???11???1?0?0?????1??????1?????????011?1??11??1110???0????1?????0?0?0???????1?1?1?????01?????????0?101?11?????1?11?1??1????1???1?????11?1?????1????????10???0?1?1?11?????1?????1???1?????0?1???????0????0???01?1?1????01?011?1???1?1???????1?11?1?1????1???1??1??????111111?111???1???1??1???11????01?????1????11??????1?1?0????1????????01?0???1????1????1??1????????1?1?????1??10?????0111???1????????????0???10111?0??1??1?11?????????1111???111?0??1?10?0???????11?11?111?1??????1?1???1?1???1?????1?11111??????0??0?1???10?1?1??1????????1????01?1?????11?1??1?11????1?????1?????11?10?????0????????1???0?11????1?0???????1?????11?1??01????1??????1???1????1????1?111?1?1?01?1?111????01??0?????1???111??1??1?1???1??0?1??1??11??1?10??11?1???????1??10????100??01????????1?110?111????11?1??1?111?1??????11???1101?11??????1????????11???1?????1??111?1?????1????1???10??1??11?1?????????1?1?1?0???10????1??01?10????1?0?????1??????11?10?????10?1??11?1??????1011?1?????1??1??????1???11???0??01??0?????1??1??????1111111??11?1??11?????1??????101??1??????1??1??????1?1?11?1???1????1????0?11?1?01?1???????1?0??????10??0????1101????000?01???0???1?????????11??111?????10??1????11???111??????????0?11???1???????????10??1??????1???1?111??1??0?10?1??1??101??1??????1?0?1???1????????0????????11??????01??10?11???11?1???1??1?1??1???1?1?111?0??01??1???1??11?????????1??1??11???1??0???????11?101???????1??????0????1????????0???????????1?????????1?1?0111?1?1??1???1??1????1???1??0??1111?11?1?????1??1?????0???????11?0??0??1?????01111??????11?11????????1???0?1???1??110?0?0??????1??1?0?????0?????????11011???1?????01?????????1????1?1?1?11?????0????1??11?????????01?????1?1?????11?1???????????????1??010?11?1????10??11?1??1????1?1??????11101?11?11??1?????1??1111??10??11????????1111?1011???0????11??1001?1?11???1?1???1??01????11?1?0???1??1????0?1???11?00????1??1????????1????1??1????????1??11??????10?????????0?1??1???????1?????1???????101??01?11??11??101???1??????01???1?11???1?1??11?11??1??1??11??????010?11????1?1?1?0????1????1??1?11???????1????????????1??1?0????1???1?1??11?1???110??1?00?1?011???????0??????0??110?11??1??????1???1110?11?11?1?11111???????1110?100111?0????1?????11?1???1?110?1?1???1?????10?1?1??1?????1????1?1?0??1???1??0111?11?1??????11??111?1?????????0?11000??11??11?1?????????1??1110?1?1?1????????1?1?1??1????111??1?11????10?1?1????1110?111??1????1111???0?????110??????????1?0?11?1?11???????1???1?1????101?????1????????11???????1??????????1?0?1???11???1?1?10?11?01??01??11?1???11?1100??01??1???10???1??????1???????1????????011??1111??11?1?????1?1???1?0???10???111??0?11???1111?1??1???11?111???1?1?1?1?0??01??1???1??1?????0?1?1??1??1??????10?0??????1???1????1????01?1?0???1?1??1????0??1?0??11??10?1???01?01?1??1111???11?111?????????1???11???1?1???11??10?1?111?????11???11?1??????1???0?????????1??0011????????1??1???0?????????11??1???0?1??1???1????????????1????1???????1?11????????1?1?1???1111?1?111??1??0?1????01111001001?????????1111?1??????0???????11???0?11???0??11?1??0?1?11?01?1101???1??01???????0????11?1????11?1????01???11??0???1?1??1??1????00??0?0????1?1??????????1?????1??????1????1???????????111??1?101????11???1??????1????1??0???1?11????11????111???1??1??1?1???????111??10?1?0?0??????10??11????1?1111???11??111???1?1?????11???1??1??1???1??01???1?11??1111????????????1?1??1?11????????1?1??????1?????11?????1?11??01??01??11??????1??????1?????0?11????????????1??????1011?11?1?1?1???1?1?1??1????1?0??1?1??111?01???0???111???11???????1??????1?1??1111??11?11?????11???1???1??101??0???1?1?1111???1??????111?11111??0??????1????111?1????11???01???1?????1?1?????001?1????????1??????1???1?1?1?????0???1111????1??1????1?????????1?0?0????1?1??1????????1?111??1?1?11??1???11???11?110???????1???????01???1?111??????1?0?11????0111?0??11?????????0???0????1?1??????1???1???11?1?????1?111?11?1?11??1?????1????1?1?101??1?11???1?1?1???1????0?1011???0111?1???1??????1?11?1111?????1??111??????110????????1??11??1?1??1??0???1????1??1??????????1??0??1???1?0??1?0???????1??????1??11?0??1?1??11??1?11??1??1???0?1????1?1???????0?1?1???1??1?????????0?01?????11?1??11?0???1?1?111??1????????11??1?1?1??11?1???11?01???1?1??1?1?1??01??0????????1???1??1?1????1?0?11???10??0???1?11?0?1??1??1????1??11??1???1??1?????1??1????1???11111??????1?11?????1?0??01?10?01??????1?1?????111???1111?1?1?1??1??1?????????1?1?1??????????????????11?1?1??1?10???????11??1?????0????1?1???????1???????10???111?1?1??1?????01?0??1??11??1???1?011???11??1?1??1???1?1????1???????1??????1??1??01?111?1111??1??1??1?????1?????1?1??1?????11???1?????????1??11??1????11??11????01???????????1?01??11???11??1???????1111?11??1?????1111??1??1?11???1?????1??1?1??1?11????1?????1????0???1?1?0?01??1??1??1?11????11??1?0???1????001?1???000110?????0?1?0?1?????0?1?0????0????0?1??????????1??11??????11?101?0??11?????1???11?1???1???1????111???11?1??110???1????1?1?1?1???111?100????1???1?11?1?1?1?1???01?11???????0?1???1??1?0??1????1?1111??????11??11??0???????11??????1????0?111????0??????11?1?????1111???1?1????1??1?1??1??1????1?1???1??1??1111?1?????1?????0?1111?1???1???1?1?00?1??1?1???10??00?11???1??11???1????101??11?1????1110???11?1???100?1??????11?????111?101111?11?1???11??0?11??1??1???11???1?1????1??????1??1????1??1?1?1??1????0?111?0?????1????????0???11?11?0????01???11???11?11???110?1????01???111???1?11?????????????1?1????01?1??1?????10?1???1???1????11????1111???1??????11??0??1?1??101???0?1?????1?????1?1?01???????1?1?1????1?111?0???0??1??0???1?1??????1??1????0????10??1??101??0?1??????????1?111??????0??0??1??1?1??1??11????1?1????1?1?1??????11??????00???1??????????1?1?1??1?1??1?1????10??111?????1????????1????1?11?0?1???01?1???1?01????1??101??1???11?1????0??1?01?????0????1???11?0???0???????11???1??101??0?1???11110101??11?1??1???????01????1??1?1???1?????11??1??1?1??0???11??1?11??1????0?1??1???1?11010?1???11???1?1??0???01????0?0?????0?11???11?0?????1????1??0??1??
x472 x58
x342 x171
x247 x416
x375 x451
x407 x376
x70 x148
x246 x126
x30 x223
x190 x79
x224 x45
x390 x205
x562 x427
x235 x377
x90 x97
x186 x530
x473 x557
x304 x422
x157 x22
c9 x292
x313 x329
x469 x519
x77 x154
x341 x555
x437 x280
x177 x318
x303 x225
x268 x470
x235 x414
x261 x79
x425 x199
x33 x307
x239 x307
x120 x176
x152 x137
x412 x206
x155 x335
x24 c15
x262 c37
x197 x437
x131 x528
x186 x7
x517 x54
x21 x552
x90 c8
c39 x136
x214 x382
x107 x399
x53 x77
c31 x335
x193 x328
x55 c14
x114 x179
c1 c34
c48 x510
c49 c32
c49 x488
x388 x284
x261 c18
x287 x404
x503 x371
x360 x438
x489 c51
x505 x460
c56 x218
x450 x363
x342 c19
x445 x434
x268 c56
c51 c58
x80 x142
x277 x213
x41 x449
c44 x265
x435 x196
x334 x225
x83 c59
x217 c73
c74 x346
x44 x179
x495 x110
c29 x326
x181 x465
x402 x239
x424 x335
x164 c9
x189 x186
x147 x107
x32 x385
c57 x245
x402 x146
x55 x42
x520 x471
c84 x361
x526 x273
x186 x39
x81 c89
x561 x181
x67 x7
x192 c68
c80 x273
x173 x361
x95 x395
x141 x239
x441 x261
x267 c42
x529 x102
x410 x504
x318 x283
x268 c51
c85 x448
x411 x518
x330 c105
x435 x320
x21 x476
x233 x280
x17 x470
c74 x557
c57 x16
x538 x17
x255 c84
x139 x147
x211 x119
c61 x374
x468 x3
c52 x223
c49 x217
x64 x139
x138 x134
x538 c67
x284 x241
x455 x518
x190 x28
x201 x414
x549 x193
x98 x82
x350 x144
x563 x557
x517 x530
x355 x132
x394 c41
x445 x512
c43 x506
c2 x150
c9 x244
x138 c49
c48 x533
c84 x503
x233 x386
x536 x408
x99 x511
x12 c40
x390 x127
x349 x401
c145 x106
x545 x57
x28 x57
x274 c100
x522 x420
x185 x208
x268 x44
x369 c77
x460 x302
x428 x389
x132 x355
x90 x337
x214 x203
x164 x455
x27 c11
x109 x199
x267 x377
x104 x443
c128 x556
x462 x184
x219 x230
x367 c133
x554 c108
x263 c19
x351 c53
x433 x341
x198 c37
x262 x97
x5 x534
x142 x184
x140 x129
x4 x280
c130 x88
c147 x117
c99 x446
c84 x554
x558 x551
x156 x386
x310 x342
c36 c86
x464 x482
c112 x505
x544 x356
x121 x214
x511 x129
c8 x342
c156 c193
c101 x131
x337 c58
x156 c37
c92 x206
x168 x217
x242 x545
x485 x450
x44 x353
c176 x23
x229 c7
x40 x194
x347 x474
x144 x387
c36 x269
x24 x342
x342 x166
x495 x546
x507 x283
c172 x9
x279 x283
c11 c15
x445 c122
x401 x560
x53 x167
x194 c80
c142 x362
c127 c106
c40 x494
x432 c162
x518 c214
x527 x121
x170 x216
c2 c137
x434 c160
x196 x268
c24 x409
c189 x280
x202 x432
c199 x493
c49 c76
x275 x57
c79 x206
x217 c58
x156 c158
x297 x102
c103 x545
c95 x302
x193 c224
x538 x88
x188 c18
c95 x375
c172 x202
x543 x114
x447 c4
x188 c32
c134 x311
x363 c170
c127 x236
x451 c142
x153 c127
x335 x61
x379 x217
x521 x274
x321 c95
x10 c216
x264 x201
x162 x319
c214 x331
x72 c219
x252 x186
x393 x1
c65 x456
x51 c41
x357 x482
x197 x231
x262 x521
x354 x250
x362 x525
x89 x246
c40 x290
x199 x317
c77 c104
x263 x230
x237 x13
c105 x346
x112 x173
x361 x310
x479 x104
x513 x88
x238 x66
c165 c177
c57 x411
x465 c237
x434 x44
c211 x269
x273 x103
x332 c42
x441 x441
x13 x461
c82 c154
x63 x7
c246 x401
x41 x274
x7 x150
x514 x436
x346 x355
x81 c247
x538 x159
c192 x222
c46 x491
c175 x414
x11 c301
x366 x48
c14 c129
x330 c164
