1428 7036
?0?????10?????0????0???????????0???????????????????????0?????????1??0???????0???????00????0?0?11?0??????????0?0??1????0??0?0?????????????0??1?1?????????1?????????????1????????0????????1???????1??00??0????1???????????0?1??????1????1???????1????0????0??001??0?0?????????1???????1?????????0????11?1????0????01??10?1????1??????1??0011?0???????????1?????10???????????0??0??1????1???0???????????????????????????0?0???1????0??????00??????????0?0??1??0?1???????????0??????????????0???????????1?????????????00?????????0?1??????????????1??0?????0????????????0?0????0??????0??????1?????????0??????0?????????0????????0???0???????????????0?????1??????1???????????????????????01???????????????????????0?????1???00??0???0??0???1??????????????????????????1?1?????1?????0?????????1??????0??00?01???1?????11????010????????????00?????????1??????????????0???????????0?1????????0???1??????1???0????1???????????0???????1????????0?????????1???????1????1????1??????????????????????0?????????1??1?????????10??0???00??????????1???1?00???0?0???????????01?010????1???0??0???????1????1???1????????????11??0???1??1????0?????0??1?????1????????????????????0??0??????1????1???00??0?01????1?0????0??0???11?????????????0???????0?1??0???????????????1????????0?01???1????????0????????????????0???0????????1?????1???1????????0??0??0????00??0????????????????????0?????????????????????0?????????????????1?????01????1?0?????1??0????1??0?????0????????????????0???0?????????0????????????????1?1????????????0?????0???0?1?????????0?????????1?????????????????1?0??????0????1??0?1???????????????0????????????????0?01??????0???????????????????0???????0??01???1?????????????????????????1????0?1???????0???????1?????1???????????????????????????00?0?????001????11????????????1??1???0?????0?????????1???1??0????????0?0????0???1???1??1???01???0????0??????1????????0?????1??????0??????0????0??1???0??????0???????????0??10??????????????0???????????0??????????????????0?1???????0????0???????????????????100?1????0????1?????0?????????00?01??????????????????????1??0?????????????0????0?????????0??????????0???????????????1?????????????11???0????????????1??0???0????????0?1?0???????0???0?????????????0??????0???????????????????????1???????00????1??011???????1??0?1???????????1?10??????????????0?0??????????1?1??????????????????0?????1????1?1????1????0???100???????0?????????????0??????????????????????1??????1?0?????0???1????????????????10???????????1??????????1???????1????????????????00??????????????01???????0????1?1??????????????????0???11???0?????????10?01???????????????????1????1?1??0??10???1????????????????????1???????????????1?????????0??1?0???????1?0??0???0???00?????????????????????00?01??????????0??????????1???1??????????????????????????0?????0???????????0????0?0??1???0?????1??????????0??????0???01?0??0??????????????0??1?01??0????????1??1??????1??????1?1???????????0?0?????0???????????1??1?0????????0?1???????????????????0????0??1??????0???10?00?????????0????1???0?????????????????????????????????????1??0????0??1?0??????????????1??????????????1??1???????????01??????0??0???????????0???????0????10?0???????????1???????1????????????????????1???1????01??????0??1?0??????0??????0?????0???1?????????0???1??1???????????????????0???????????????????1??0??1??????????0?????????1??????????????????1?1??????????1???0?????????????????1???????????1????????????0??????????0??1?0??1????????????????0??1????0???????101?????????1?????????1?????????????????????????????1????0???1??????1?????????????????????????1??0?0????????0????0????????????????????0?????0???????????0?????0???????????1?01??????????0?????????0????01??????????0???11???????11???1?????0?1???????1??????0??0?11???????1???0?01?????0????????????????????1??????????0????????????1????????0?0????????0??1?1?1???0????????????????????1?????1????????1????0???1????????1??0???????????0????????00????????????1???1???????????0?????????????????1????0?1??0???1???0??0????1???????0????0????0???????????????1??????1??????1??0????10?0???1?1????0???1??????0?????????000??1???????????????????????????0????0??????????0??1??0????1??????11??1??????????00?????????????????1?0?0??11???????????0??????0??????1?1???10??????????1?????????????00????????0?????0??????1????1???????????????????01?0??????0??????????01?????1??10?1??????0??1???0??1?0???????0??0??0????10????????0?????0?0?????0??????0?0????????????1??1?????1????1??????????1??????0???????????0?0???00?????????1???????1????????????????1?1???????0??????0????????1??????0?????????????0?????11??????????????????1?0??0????0???????????0???0??1?00?????????0??0??00?1???????0?????1??1?????1???????1????11??0??????0??????????0?????0??1??1??????0???????0?01????????1?00??????????0?????????1??????01?00??00???????0???????????0?????????1???????0??????????????????????????????1??????0??????1000??1?????????1???01?????????1????????????????1?01??????10???????0???????0??????10??????0???????0?????0??????0?????00?????0????1???????0???01????????????0???01??1?????0???????????????????????????0??0???????0??1?0??????0??????0???????1????0????????????????0??????0?0?????????????1???????????1??0?????0?????1??????????????1?????1??11??11??1????????0????1?0???????100??0?11?????1????????????1?????????????????????????????1?0?0?0????????????1?0?????????????1????????1????0????1???0???1?????????0???0????0???????????0?????????????01????????0?0???0????1??????????0?????????00??0???0??????1??0????1000?1???1?10???01????0???????10?0?????????????????????0???????????????0?1????0???????????????????0????1??????????????101????????0????0?1?1???????????????????1???0??1???1???00??????1?1?????1???1????????0?0?????????????????????0??1????????????1?????????????0????0?????00???????????????0????0????????11?????0?1??????1??????????00?0??0??????1?1????0????1?0?0?????????1?1????????01?0??????????????????????10???????????????1??????1??????1???????1??0??1??????01???10???????0????0????1??0????1????????????00?????1????0??????0??0????????????1?0?????????????????????1?1???????11???0?0??1??????0????0????????1???????0??0?????????????1???????0????????0???????????????????1?1?1?1??0??????????????0???????????????????????????????1?????1????0?????????????1????????????1??????????00???????????????1??????????????????????0???1?1?????????0??0??????1??????11?0???10?0???????????01??1?01??????0?1???????0??????01??????????0????0???????1?0???????0???0??????????1??0?????11?01??????0??????10??0????1????0????0???0??????????????10???????1?1??001?????1????????????01????????????????0?00??????0?0???????????????1?0????????????????????1??????????????0???0??????????0???????1??????0???1??????1??????????????????0??1??????0???????????????????????????????01???1?1???1???????????0??????????1?1????????????11????????0?1?????????????1?????0??????1??????0000?0?0????01???????????????????????00???????????1?1???0?????1?1???1??????????????????1?????0????1?0????110???????????0?????????????????1????????????????1?????????????1?????????0??????????0????????1??????0??0??0?????????????11??1?????????????11???????????????1???????0?0??????0????1???????????????????1????0?1????????0??????????????????0??????1????1??1?????????0???????????????????0???????01?0??????1????
x556 x216
x108 x479
x240 x368
x981 x556
x1077 x282
x574 x277
x1286 x1272
x90 x852
x1169 x1417
