1627 9904
1???1?????0???0?0??00????0?11????????1???0?0????1?0???0?11?????1????0????1?011????????1?0?????????01??10??????1???0?????1?11??1????????0??????0??1??1??1???1???10?????1?0???0?0????????110??????0?0??????????1??????0???????0??????????1????11???0????????????0??0?0?????1?00?????????1????10???0??111????1????0??????????????????????????????1??1?1??????1?10??????????????????0???????1???????????10????????0???????????1??1?????????????????0???????0??1??????1?????????0????1????????????????1????1????????????11??1???????0???0?1???10?1???????????????????????11?????10??0??????1?11???00?0??01??????0?????????????????????????0????1????????1??????0?????????????????1?????????1????????????1????1?0?????????0?1??1???11???????????1???1????????0???1???????????????0????????????1??0????1??????1?????00?????1?0?000?????11????????????1???????????????10???????1???1?1?01????1???1??????????0???11??0??????1???????0??0?????1????0?0???????1?01??0???????0?????????1?????0??1?1????????0????????1?1?????????????????1??????????????0?????1?1???1?0?????????1??0???????1?0?????????????01??????????1????1??1??????????10?1???????1????1?????1????????0?01???????????10????????????0??????00????????1?1???????????1??0??????????????1????????11?????1??????????0??111?????0???????????0???????1??1????1?1?11?????01??????0?11?110?01?0???0?0???1??????01??0?????????????01???????????????1???????0???????0?0??????????????01?10?????0?????0?????1????1????????????????1??????????????1????????????????0001???00??1???????0?1????????1??????????1?????????1??????1?????????????????0?0????????????1?00?0?1??????11??????0?0??1???1????????0???????11?0??1????????00???0??????????0???1?????????????00????0??1??????????????????????1???0???1?????????0??0?1?????????1?1100??????????1???01??0?1???1????0???0???10?????1?????????1??1?????0?????1???0??11?????????0?0??????????0??????00????????????????1?????0??????????????????0??????0??????00???????????011??????0??????????????????????0????1???????1?????1???1?0??1????1??????1?1???1????????????????????00??01???1?111???0?????????1?????11???0???0??1???1???????1??1?1????0????1?1???????????0?????11????1???0?1???0??????0??1??????01?1?1???10????0?1????1????1????0????????????????1?????????1??????1???01?1??0?0??????????1??????1?????0?1????1???0??????101?????????????????0?????????0??10?????1?01??1????????0??1???01?????????1?????1?????????????????????????110????11??????0??????????????????????????????????????????0????????1??????1?????1????????????????????1???1?00???0????????1??0???????1?01?????????1????????0??11??????????????1???????????1????0???1?1?1???????????????1???????1?????????0?00???????011?????0?1?????????????0???????0????1???1?????1??10????11???1?00??1??11???????0?0??????11?0?????0??1??1??1???1????????????????????????1???????0??1????????00?0?????1???01????????11???????????1?1???????1???0????????1????1???1?1?11??0??????????1?10???01???1?1????????????????1????????????????????1?????????1?????????????????0??????????11??????0??????1?????????00??00??????????????01??0??1??00??11?0?????????10???????????????????????1????????10?1????0??????????????010????0?11????1??1?1????0??????????0???????1????0???0?0???0????1?0????????0??????????????0??????????????????????1????1?0??00???????????1???0???????1?01?1?0?????????????0???1?1???????0???1???1???????????????0?????????????????????????????????????????1??????????????1??0??????0?????0??10??1???1?????0?1?????01???????1???0????????1??0??0??01??????????0?0????0??1????????1????1????1??00???1????1??0?????????????110?????1???????1?????0??????01??????1??1?????1????????1????????????1????0?????????1????1????????1??????0????11?????1?????0??0????????1?????????????1?00???????1?1???????????0????????0??????????????????0???????????1???10???????1????10??1????0??0?0???1??11??1???10???0??????????????1????1????0??????0????0?????00?1011??1???????????0??????0??????1?????11??????0???????????????????????????0????1???1?1????0??????00????????00????????0??????????1??0?????0?01???????1?1????0?0?????????????1??????????1????????0??1???10????????????1???????????0?????1???0??????1?????????????0?0???????????????????????????1????????????????????1??????????1????????0?1????????????????????0??????????????00????????00?????????????0?????1????????0??0???????0?????????????????????????????????0????1??????1??0?0??????1??????????????????0???0???100???1??????????????1???11???????????0??1????1??0??0??1?????????1????1????????0???0????????????????????????00??????1??1??????0??????0??0????????????????1?????0???????????????????0??????????????????????011????????????????????0?????11??????0????????????0??????1??????0??1??0?????0????????0????????????????????????1?11??00??????1?????1?00???1?11?1??1?0?????????11??????????0?1???????????????0?1?1?1???????????1??????1?????1?????????11??0?????????????1??1????0???0???1?????1?????0???????????????0???????1?1??????????????????????1?0????1??????1??1???0???1?????0????1???0?1?????1?0???????????1??????1??0???1??1???????????????????????????0?001???????????0??0?1?1????1????????1???1??0?????0?1??1?1????00?????????1?????11?1??????1????0??????00???????????010?00??0?????1?10?0??0????????0????1?????????????1?0100?0?0?0???1???1???0???????????1????????0???111?01???????0????1???1?????????0??0??????????????1????????????1?01?0?????????1?????????????1??????0????1???10??0??????????????????1???????????1?1??1????????????0??1????1??1?????????0????0?1?????0??0????????????0???1?????1??1???0???????1?1??0??1?1???00?????????00?1???1?????????1??????????0???????????????0????????01????0????????1?1?1??1??????????0?1??1????1????1??0?0????????????1?1?????1?1??0???????????????1?1??0???????????????1???????0???????0?0?1???????????0??1???????1?????????0???????????????????????1??????????1??????0??0????????0??111???????????????????1???1????????1???1?1??0?1??1??1??00??????????????????????1?????1???????10???1??1?11?0????????1???????????????????0???????1????????0??????101??????1???1??1?????01??????1????????????????1??1???0???11??????????0????1????????????????????1???10??1???0???0?0????????????0?1?0??0?????1??1???????1?1?1???1???0????????1???0????1?1?????1?0?????????1??1???10???0???1??????00?1?1???11??????????1???1??10????????????11??0????????10????1?????????1??1????????1??1????01??0?1???0???????????????????0??????0??????1??0???1??????11???????0??????????1?????0?????????????????11??????????????????01???1???????1??11?10???1??1??????????????0??1?1011????????0???1????0??11???????0???????????1??1??????????0???1?????????????0????1??0????0????0????????1????1?????????1???????1???1??0?????????????????11????????0?????????00????????0?????????111????????????????01?1????????????0???????00??????1?11?????1??1????0????????????????0?00???????1????0?1??1??????????????????0????????10????0?????????????00???0???????1??0?????111??1?1?11??????1??????????????????1???????11??01??????????1????1???????1???0?10?????????0???????0?0???1???1?0?????????1???1????????????????0??????????1????1?????????????1?????????01??????????100????1?0??????1?????1?0??????????110????????????????????????0??1????0??0????????1???0???????1????????????????0???0???????????????????01??01???1???1?1???00??????1????0??????1????0????????????1???????????????0??????1??1?0??????0????1?0?????????????0?0?????????????????1?1??0?1?0??1?????????????????????????1??1???1????1?????????????????????????1?????????????????1????????1??1????0????1?????????1??????10?1?1???????0?0???0???1????????????00??????00????????????0????1?????1?0??????0???111???0??????0????0??1??0?????????????0?????????0??????????0??????101???1??0?0????????????????????1????1????????00?11????1???1??????1???11??11??????????1??????????0????????????????????1????1?1???????????????0??1??????????11?????????1?1????0???1??0??????????????????????????????0?1??11?1???0??????1?00??0??01????01???????????????1?1?1??01???0??????????????1??1?0????1???????????1?????0???????????????1???????????????1?????????????????????1???????1?0???????1?????1?1?????1???1?1???1??0???????1?0?1???????0???????11???1??0?01????0?????01?????1???????100???????????????0???1?0??????????????11????11?0????????0???????????????????????????0????????????00???011??1?????????0???????1??1?????????1???1??1?????1????1???????1??????0?11???????1?????1?????1?10?????0??1?????1????0???????0???0?1????????1?????0???11???????????????????????????????1101?????0???1???0?1??1???????????????1??????????????1???1???1??????1???0?0???00?01?1?????1??????????????1?1?????0???100????10?1?????0?00????1?11??????0??????0???1????????1???1???0?????1?001???1?????????????????01?????0??0?10????0??????????1??0?????????????????????11?1??????????1?????01??????0???1?0???????????????0????1???1??1????11??11?????????1???????0??1???1?????????????1?0?????1???1????00?01?0???????????????0????????????00?????????1????1??????1????1?1?????????????1???1??1???????????1????1?0???0???????????0000?1?1???10?????0?0???0???0?1?1?????0?1??????????????1??1?????1??????1???01?1???0??11?10?????????1?????????????1?0????????0????????0?1????????????1??????1?10???0??????0??????1??1??????????0????1??1??01????????1????0??0??0???0????1???001?????????01????????????????????????????????0?1?0?1?????????1??0???1?0??1?1?????0????0????????1??0???????????11???1?1??????????1???11??????????????????0???1?1?????0?????????1????0?11??????????010???????1?1?????1????????????0??????1???????????1????????10?00????????1??0????1????1??1??1???11?0?1??????0????????0??1??????????1????0??00???1???????????1?0?????????0????1?0?1??????001?????????1?????????1?0?1???11?0????????1?????????????1?10?????????0??????0????0???0???????????1??????????????1???????????????0????1???1????????????10???1????0????0????1?????????0????1?0???????????0??????????0????11??????????????????1?????1????1???????????????????0??1?0???0???1?????1???????1?1???????1??????0???????0?????1????000????????????????????????0?1??????????10?1?????????1???????????????0?10?0?0??????????????????1?????????????????1????1??????1????1??1????????????0????????0?1?01??0????????????????0???????????1?1???1???0?????????1???????????????????????10?????????0??0??01???????????????????1????????????
x1576 x624
x1147 x1029
x696 x1166
x428 x1060
x1075 x1012
x1089 x541
x1523 x1575
x293 x1313
x402 x889
